0,3276,1,1291093200.0
0,3278,2,1300161600.0
0,3283,2,1329454800.0
0,3284,3,1375243200.0
0,3285,5,1372046400.0
0,3289,2,1319860800.0
0,3292,4,1314936000.0
0,3294,3,1342584000.0
0,3296,2,1320728400.0
0,3303,1,1338955200.0
0,3309,4,1330578000.0
0,3312,1,1322715600.0
0,3316,1,1304568000.0
0,3318,3,1415854800.0
0,3331,2,1314936000.0
0,3341,1,1347163200.0
0,3342,1,1349841600.0
0,3345,2,1348545600.0
0,3346,1,1316318400.0
0,3349,1,1319256000.0
0,3350,1,1309320000.0
0,3361,2,1380686400.0
0,3363,3,1345521600.0
0,3364,1,1313467200.0
0,3369,1,1350792000.0
0,3370,1,1400040000.0
0,3386,3,1362546000.0
0,3387,2,1291006800.0
0,3389,1,1367726400.0
0,3390,1,1349582400.0
0,3391,1,1332907200.0
0,3392,1,1399867200.0
0,3397,1,1343880000.0
0,3398,1,1352955600.0
0,3416,2,1365566400.0
0,3420,1,1390539600.0
0,3425,1,1369886400.0
0,3426,2,1354078800.0
0,3428,1,1384837200.0
0,3429,1,1311307200.0
0,3430,2,1325739600.0
0,3432,1,1373774400.0
0,3434,10,1317182400.0
0,3448,1,1360731600.0
0,3449,1,1318910400.0
0,3452,1,1343966400.0
0,3453,1,1348977600.0
0,3468,1,1353474000.0
0,3470,2,1391576400.0
0,3488,1,1348113600.0
0,3496,2,1386392400.0
0,3497,3,1304568000.0
0,3505,1,1311134400.0
0,3521,2,1373256000.0
0,3523,1,1418101200.0
0,3524,1,1419310800.0
0,3529,2,1323147600.0
0,3530,3,1343016000.0
0,3532,1,1346731200.0
0,3533,1,1333080000.0
0,3534,1,1341028800.0
0,3538,1,1316232000.0
0,3550,1,1333339200.0
0,3564,1,1369281600.0
0,3565,1,1374897600.0
0,3566,1,1373774400.0
0,3570,1,1359781200.0
0,3574,1,1307505600.0
0,3575,1,1336968000.0
0,3578,1,1315886400.0
0,3579,1,1320120000.0
0,3583,5,1378353600.0
0,3604,1,1341115200.0
0,3605,1,1350014400.0
0,3607,1,1355115600.0
0,3620,1,1319860800.0
0,3621,1,1329195600.0
0,3625,2,1409371200.0
0,3644,1,1388379600.0
0,3647,1,1349841600.0
0,3651,1,1402632000.0
0,3653,2,1300939200.0
0,3669,1,1355806800.0
0,3670,1,1352437200.0
0,3690,2,1391835600.0
0,3706,1,1377921600.0
0,3713,1,1347940800.0
0,3728,1,1373774400.0
0,3729,1,1339992000.0
0,3733,1,1364184000.0
0,3736,1,1378094400.0
0,3746,2,1306728000.0
0,3748,1,1341288000.0
0,3757,1,1366862400.0
0,3765,1,1348459200.0
0,3767,2,1363665600.0
0,3777,1,1303790400.0
0,3781,1,1306728000.0
0,3791,1,1327035600.0
0,3793,2,1334721600.0
0,3797,1,1360213200.0
0,3803,1,1357534800.0
0,3808,1,1304568000.0
0,3817,1,1311048000.0
0,3819,1,1391835600.0
0,3828,1,1345867200.0
0,3837,2,1312862400.0
0,3852,1,1307073600.0
0,3860,1,1314763200.0
0,3861,1,1320642000.0
0,3868,5,1370836800.0
0,3870,1,1354683600.0
0,3887,1,1316059200.0
0,3891,1,1383105600.0
0,3897,1,1339387200.0
0,3899,1,1293426000.0
0,3910,1,1334116800.0
0,3911,4,1418792400.0
0,3923,1,1384923600.0
0,3957,1,1319774400.0
0,3971,1,1347163200.0
0,3975,1,1353214800.0
0,3983,1,1396497600.0
0,3984,2,1314504000.0
0,3999,1,1307160000.0
0,4008,1,1314417600.0
0,4010,1,1322456400.0
0,4018,1,1293426000.0
0,4021,1,1342497600.0
0,4027,1,1356066000.0
0,4057,3,1368676800.0
0,4070,1,1324616400.0
0,4078,1,1337572800.0
0,4084,1,1347595200.0
0,4091,1,1363233600.0
0,4095,3,1369108800.0
0,4120,1,1301976000.0
0,4148,1,1334808000.0
0,4162,4,1365652800.0
0,4165,1,1368849600.0
0,4170,1,1378872000.0
0,4218,1,1320120000.0
0,4225,1,1329627600.0
0,4229,1,1335067200.0
0,4232,1,1335758400.0
0,4238,3,1350187200.0
0,4267,1,1304568000.0
0,4297,1,1396843200.0
0,4298,1,1324443600.0
0,4301,7,1348804800.0
0,4302,1,1329454800.0
0,4307,1,1333771200.0
0,4316,1,1345867200.0
0,4324,1,1365393600.0
0,4333,1,1361768400.0
0,4334,1,1372219200.0
0,4336,1,1365912000.0
0,4339,1,1372392000.0
0,4345,1,1402200000.0
0,4390,1,1307505600.0
0,4401,1,1322888400.0
0,4402,1,1309665600.0
0,4409,1,1318737600.0
0,4420,1,1402632000.0
0,4421,1,1335412800.0
0,4440,1,1347508800.0
0,4450,2,1362027600.0
0,4453,1,1359694800.0
0,4459,1,1364529600.0
0,4468,1,1377144000.0
0,4470,1,1385701200.0
0,4471,1,1389762000.0
0,4505,1,1304654400.0
0,4521,1,1307419200.0
0,4524,1,1307764800.0
0,4534,2,1309320000.0
0,4540,2,1363320000.0
0,4555,1,1315886400.0
0,4556,1,1318564800.0
0,4557,1,1316491200.0
0,4558,1,1316059200.0
0,4561,1,1321765200.0
0,4568,1,1326085200.0
0,4575,1,1328418000.0
0,4582,1,1331697600.0
0,4586,1,1332129600.0
0,4588,2,1334808000.0
0,4589,5,1353301200.0
0,4591,1,1333080000.0
0,4593,1,1334635200.0
0,4604,1,1349668800.0
0,4609,1,1345694400.0
0,4610,1,1345262400.0
0,4612,1,1354856400.0
0,4613,1,1346558400.0
0,4615,1,1350014400.0
0,4626,2,1402200000.0
0,4628,1,1361163600.0
0,4629,1,1360213200.0
0,4631,2,1372737600.0
0,4638,1,1366776000.0
0,4655,1,1386738000.0
0,4664,4,1416978000.0
0,4685,1,1309752000.0
0,4708,1,1321592400.0
0,4714,1,1353906000.0
0,4717,1,1309147200.0
0,4729,1,1312776000.0
0,4730,1,1329714000.0
0,4737,1,1313985600.0
0,4747,1,1314590400.0
0,4754,1,1324270800.0
0,4755,1,1324270800.0
0,4763,1,1331870400.0
0,4764,1,1332302400.0
0,4765,2,1334548800.0
0,4766,1,1334116800.0
0,4768,2,1334116800.0
0,4772,1,1334808000.0
0,4774,1,1335326400.0
0,4777,1,1338177600.0
0,4781,1,1339387200.0
0,4782,1,1338523200.0
0,4791,2,1363924800.0
0,4792,4,1412654400.0
0,4793,1,1362805200.0
0,4794,1,1379649600.0
0,4797,1,1350532800.0
0,4810,2,1358139600.0
0,4814,1,1359349200.0
0,4842,1,1369022400.0
0,4845,2,1408939200.0
0,4846,1,1369540800.0
0,4851,1,1374897600.0
0,4852,1,1395288000.0
0,4855,4,1380945600.0
0,4861,1,1389243600.0
0,4862,1,1415941200.0
0,4877,2,1302062400.0
0,4979,1,1310097600.0
0,4986,1,1314676800.0
0,4991,1,1313726400.0
0,4995,2,1322802000.0
0,5007,1,1324616400.0
0,5013,1,1340856000.0
0,5020,1,1329886800.0
0,5021,2,1330232400.0
0,5031,1,1334376000.0
0,5064,1,1346731200.0
0,5067,1,1354338000.0
0,5093,1,1357362000.0
0,5097,1,1357362000.0
0,5106,1,1360040400.0
0,5110,1,1362718800.0
0,5111,1,1362974400.0
0,5113,1,1364097600.0
0,5114,1,1364702400.0
0,5117,1,1372824000.0
0,5118,1,1366084800.0
0,5127,1,1367726400.0
0,5131,1,1370577600.0
0,5133,1,1385528400.0
0,5138,1,1385701200.0
0,5145,1,1375675200.0
0,5147,2,1378872000.0
0,5151,2,1420261200.0
0,5155,1,1385701200.0
0,5156,1,1384923600.0
0,5170,1,1411704000.0
