0,1,1
0,3,2
0,8,2
0,9,3
0,10,5
0,14,2
0,17,4
0,19,3
0,21,2
0,28,1
0,34,4
0,37,1
0,41,1
0,43,3
0,56,2
0,66,1
0,67,1
0,70,2
0,71,1
0,74,1
0,75,1
0,86,2
0,88,3
0,89,1
0,94,1
0,95,1
0,111,3
0,112,2
0,114,1
0,115,1
0,116,1
0,117,1
0,122,1
0,123,1
0,141,2
0,145,1
0,150,1
0,151,2
0,153,1
0,154,1
0,155,2
0,157,1
0,159,10
0,173,1
0,174,1
0,177,1
0,178,1
0,193,1
0,195,2
0,213,1
0,221,2
0,222,3
0,230,1
0,246,2
0,248,1
0,249,1
0,254,2
0,255,3
0,257,1
0,258,1
0,259,1
0,263,1
0,275,1
0,289,1
0,290,1
0,291,1
0,295,1
0,299,1
0,300,1
0,303,1
0,304,1
0,308,5
0,329,1
0,330,1
0,332,1
0,345,1
0,346,1
0,350,2
0,369,1
0,372,1
0,376,1
0,378,2
0,394,1
0,395,1
0,415,2
0,431,1
0,438,1
0,453,1
0,454,1
0,458,1
0,461,1
0,471,2
0,473,1
0,482,1
0,490,1
0,492,2
0,502,1
0,506,1
0,516,1
0,518,2
0,522,1
0,528,1
0,533,1
0,542,1
0,544,1
0,553,1
0,562,2
0,577,1
0,585,1
0,586,1
0,593,5
0,595,1
0,612,1
0,616,1
0,622,1
0,624,1
0,635,1
0,636,4
0,648,1
0,682,1
0,696,1
0,700,1
0,708,1
0,709,2
0,724,1
0,733,1
0,735,1
0,743,1
0,746,1
0,752,1
0,782,3
0,795,1
0,803,1
0,809,1
0,816,1
0,820,3
0,845,1
0,873,1
0,887,4
0,890,1
0,895,1
0,943,1
0,950,1
0,954,1
0,957,1
0,963,3
0,992,1
0,1022,1
0,1023,1
0,1026,7
0,1027,1
0,1032,1
0,1041,1
0,1049,1
0,1058,1
0,1059,1
0,1061,1
0,1064,1
0,1070,1
0,1115,1
0,1126,1
0,1127,1
0,1134,1
0,1145,1
0,1146,1
0,1165,1
0,1175,2
0,1178,1
0,1184,1
0,1193,1
0,1195,1
0,1196,1
0,1230,1
0,1246,1
0,1249,1
0,1259,2
0,1265,2
0,1280,1
0,1281,1
0,1282,1
0,1283,1
0,1286,1
0,1293,1
0,1300,1
0,1307,1
0,1311,1
0,1313,2
0,1314,5
0,1316,1
0,1318,1
0,1329,1
0,1334,1
0,1335,1
0,1337,1
0,1338,1
0,1340,1
0,1351,2
0,1353,1
0,1354,1
0,1356,2
0,1363,1
0,1380,1
0,1389,4
0,1410,1
0,1433,1
0,1439,1
0,1442,1
0,1454,1
0,1455,1
0,1462,1
0,1472,1
0,1479,1
0,1480,1
0,1488,1
0,1489,1
0,1490,2
0,1491,1
0,1493,2
0,1497,1
0,1499,1
0,1502,1
0,1506,1
0,1507,1
0,1516,2
