0,8616,3
0,20338,1
0,25016,1
0,35719,1
0,40010,1
0,48895,1
0,50495,1
1,2696,1
1,8616,3
1,9651,1
1,13893,1
1,16172,1
1,27867,1
1,29142,1
1,29541,1
1,33702,1
1,33888,1
1,40500,1
1,40688,1
1,46040,1
1,52542,1
1,56356,1
1,58905,1
1,59212,1
1,59582,1
2,17438,1
2,51500,4
3,253,1
3,6224,1
3,8616,4
3,12717,1
3,15442,1
3,27653,1
3,28897,1
3,29541,3
3,33407,1
3,34114,1
3,35867,1
3,38538,1
3,42406,1
3,48515,1
4,8616,3
4,23064,1
4,29541,1
4,41313,1
5,1703,1
5,2696,1
5,2747,1
5,2948,1
5,5954,1
5,6224,1
5,8616,2
5,12181,1
5,26293,1
5,30282,2
5,32502,1
5,33293,1
5,33702,2
5,36897,1
5,42333,1
5,44941,1
5,46212,1
5,49158,1
5,49198,1
5,50395,1
5,51169,1
5,52627,1
5,55353,1
5,61513,1
6,8616,3
6,39050,1
6,50375,1
6,53902,1
6,61463,1
7,51500,4
8,1481,1
8,2305,1
8,3382,1
8,3660,1
8,4084,1
8,4490,1
8,5082,1
8,5791,1
8,6491,1
8,6568,1
8,6866,1
8,7012,1
8,10136,4
8,11762,1
8,13107,1
8,13165,4
8,14028,1
8,15919,1
8,16276,1
8,17081,1
8,17332,4
8,17604,1
8,17806,1
8,18104,5
8,18799,1
8,20076,1
8,21443,1
8,22510,3
8,23872,1
8,24730,1
8,27130,1
8,28331,1
8,29243,1
8,29337,1
8,29489,1
8,29541,1
8,29799,1
8,31657,4
8,32084,1
8,32296,1
8,33325,1
8,34139,1
8,34937,4
8,36627,1
8,38524,4
8,40456,1
8,41265,1
8,46352,1
8,46696,1
8,48367,1
8,48790,1
8,49813,1
8,55317,1
8,56088,1
8,59215,1
8,59449,1
8,61094,1
8,61834,1
9,1241,1
9,2696,1
9,5498,1
9,8616,1
9,14411,1
9,26204,2
9,30230,1
9,33702,1
9,34206,1
9,34436,1
9,37434,1
9,43981,1
9,49233,1
9,51480,2
9,51542,1
9,55402,1
9,56316,2
9,61833,1
10,8429,1
10,9013,1
10,51500,4
11,366,1
11,886,1
11,2656,1
11,5398,1
11,6822,1
11,6984,1
11,10257,1
11,12401,1
11,13525,1
11,13718,1
11,13840,2
11,20029,2
11,22643,1
11,30303,1
11,32204,1
11,32217,1
11,34835,1
11,37351,1
11,46818,1
11,47035,1
11,52049,1
11,55078,1
11,56649,1
11,59591,1
11,60141,1
11,60179,1
11,60724,1
12,1387,3
12,2529,1
12,5508,1
12,8704,1
12,11941,1
12,13342,1
12,15802,3
12,16422,1
12,17521,1
12,18986,2
12,19597,1
12,21722,1
12,25074,1
12,26180,1
12,27433,2
12,29701,1
12,30208,1
12,30529,1
12,33244,1
12,35271,1
12,36603,1
12,38938,1
12,39375,1
12,39446,2
12,40921,1
12,51668,1
12,54083,1
12,55768,3
12,58387,1
12,60503,1
13,445,1
13,2472,1
13,4538,1
13,6224,1
13,8616,2
13,11771,1
13,17482,1
13,17514,1
13,18450,1
13,27859,1
13,29246,1
13,29541,1
13,30922,1
13,52467,1
13,57732,1
14,538,1
14,1345,1
14,1934,5
14,3116,1
14,5613,1
14,6869,1
14,7410,1
14,7498,1
14,7872,1
14,7985,1
14,8273,1
14,8489,1
14,13316,1
14,15682,1
14,17436,1
14,19566,1
14,22247,1
14,23234,1
14,25502,2
14,27018,1
14,28367,1
14,30847,1
14,30919,1
14,32940,1
14,33733,1
14,35247,1
14,35636,1
14,36105,1
14,38665,1
14,40425,1
14,41332,1
14,43875,1
14,45408,1
14,49323,1
14,51078,1
14,56554,1
14,56734,1
14,56870,1
14,57950,1
14,58511,1
14,58952,1
14,60900,1
14,61294,1
15,51500,4
16,1263,1
16,2696,2
16,4116,1
16,4298,1
16,5973,1
16,6362,1
16,7207,1
16,8247,1
16,18935,1
16,19619,1
16,20047,1
16,21670,1
16,22798,1
16,25052,1
16,27243,1
16,29222,1
16,29541,1
16,30282,1
16,31379,1
16,32259,1
16,33702,1
16,34938,1
16,37551,1
16,39155,1
16,41785,2
16,41851,2
16,42146,1
16,42464,1
16,43888,1
16,46181,1
16,53750,1
16,56685,2
16,60072,1
17,521,3
17,838,4
17,930,1
17,3533,1
17,4296,1
17,4424,1
17,5158,1
17,6462,1
17,6532,1
17,7365,1
17,8905,1
17,9050,1
17,9895,1
17,10136,3
17,10335,1
17,11084,1
17,11348,1
17,11647,1
17,12168,1
17,12811,1
17,15957,1
17,17105,1
17,17623,1
17,19333,1
17,19951,1
17,20982,1
17,21024,1
17,21205,1
17,21591,1
17,21607,1
17,22297,1
17,27523,1
17,28208,1
17,28644,1
17,34060,1
17,35610,4
17,36434,1
17,37987,1
17,40635,1
17,41755,1
17,45592,2
17,46439,1
17,47126,1
17,49532,1
17,50876,1
17,50901,1
17,52026,1
17,52744,1
17,53869,1
17,54079,1
17,57102,1
17,59173,1
17,60810,1
17,61057,1
18,2696,1
18,6224,1
18,6550,1
18,7168,1
18,7754,1
18,9632,1
18,11759,1
18,13674,1
18,13718,1
18,16023,1
18,20047,1
18,22461,1
18,23064,1
18,24394,1
18,24793,1
18,25583,1
18,26293,2
18,26455,1
18,29541,1
18,30282,1
18,32290,1
18,37974,1
18,39422,1
18,40077,2
18,41770,1
18,43981,1
18,45896,1
18,49201,1
18,49287,1
18,50317,1
18,51500,1
18,53189,1
18,53359,1
18,54022,1
18,56651,1
18,56800,1
18,57058,1
18,57410,1
18,59048,1
19,4713,2
19,9853,1
19,10257,1
19,13840,1
19,20605,1
19,24626,1
19,26986,1
19,29094,1
19,30282,1
19,34851,1
19,45629,1
19,46818,1
19,47035,1
19,51494,2
19,52049,1
19,54942,1
19,56978,1
19,60724,1
19,61140,1
20,260,1
20,807,1
20,1629,1
20,2696,1
20,6611,1
20,6620,1
20,7150,1
20,8616,2
20,9862,1
20,10370,1
20,12801,1
20,14228,1
20,14720,1
20,14737,1
20,15672,1
20,17514,1
20,18362,1
20,19321,1
20,22461,1
20,26967,1
20,27888,1
20,29541,2
20,30282,1
20,30762,1
20,32231,1
20,34791,1
20,35230,1
20,36413,1
20,37282,1
20,38345,1
20,38356,1
20,44654,1
20,45451,1
20,45957,1
20,54679,1
20,56316,1
20,59516,1
20,59591,1
20,60316,1
20,61659,1
21,1076,1
21,1801,1
21,2855,1
21,3327,1
21,7687,1
21,12323,1
21,14886,1
21,18379,1
21,18958,1
21,20294,1
21,20426,4
21,22841,1
21,28891,1
21,29472,1
21,31109,1
21,33139,1
21,33606,1
21,34303,1
21,36318,1
21,37878,1
21,41479,1
21,42334,1
21,42355,1
21,58823,1
21,59078,1
22,4298,1
22,5973,1
22,13919,1
22,19530,1
22,21757,1
22,22864,1
22,29222,1
22,29577,1
22,30282,1
22,32367,1
22,33702,2
22,41851,2
22,50652,1
22,56316,1
22,59220,2
23,673,1
23,961,1
23,1263,1
23,5973,1
23,6362,1
23,7798,2
23,12860,1
23,13812,1
23,16217,1
23,18935,1
23,19207,1
23,21670,1
23,22798,1
23,22864,1
23,24752,1
23,24800,1
23,25052,1
23,27243,1
23,28443,3
23,30282,1
23,30712,1
23,32284,1
23,33539,1
23,33702,1
23,34938,1
23,39155,1
23,41851,1
23,42146,1
23,44687,1
23,51653,1
23,53750,1
23,56685,1
23,57286,1
23,58384,2
23,60329,1
23,61552,1
24,13718,1
24,23064,3
24,28030,1
24,33193,1
24,36077,1
25,8616,2
25,24044,1
25,46694,1
25,55388,1
25,56316,3
25,58685,1
26,8616,3
26,17482,1
26,20047,1
26,52467,1
27,1241,1
27,2696,1
27,6165,1
27,7585,1
27,7707,1
27,11735,1
27,13718,1
27,13843,1
27,26204,1
27,27243,1
27,29694,1
27,33702,2
27,37434,1
27,51480,1
27,53417,1
27,56316,1
28,1586,1
28,8616,3
28,26293,1
28,52362,1
29,51500,3
30,51500,4
31,573,1
31,1263,1
31,2696,1
31,4298,1
31,6362,1
31,6513,1
31,7798,1
31,9833,1
31,10464,1
31,19207,1
31,21567,1
31,21670,1
31,21757,1
31,25052,1
31,27243,1
31,28443,1
31,29222,1
31,32367,1
31,33702,2
31,34026,1
31,40609,1
31,41424,1
31,41851,1
31,42146,1
31,42318,1
31,42630,1
31,46222,1
31,48032,1
31,56685,1
31,57540,1
31,58384,1
32,8616,2
32,9654,3
32,14222,3
32,23349,1
32,29541,1
33,320,1
33,11712,1
33,12002,1
33,13862,1
33,14632,1
33,15893,1
33,18042,1
33,20546,1
33,21678,1
33,23064,3
33,23144,1
33,24198,1
33,24910,1
33,26311,1
33,26538,1
33,26876,1
33,27259,1
33,29669,1
33,30811,1
33,32037,1
33,32286,1
33,32709,1
33,33202,1
33,34255,1
33,34824,1
33,35879,1
33,36016,1
33,37943,1
33,44693,1
33,45240,1
