0	18616	18
0	30338	1
0	35016	1
0	45719	1
0	50010	1
0	58895	1
0	60495	1
1	12696	4
1	18616	22
1	19651	1
1	23893	1
1	26172	1
1	37867	1
1	39142	1
1	39541	2
1	43702	3
1	43888	1
1	50500	1
1	50688	1
1	56040	1
1	62542	2
1	66356	1
1	68905	1
1	69212	1
1	69582	1
2	27438	1
2	61500	109
3	10253	1
3	16224	1
3	18616	57
3	22717	1
3	25442	2
3	37653	1
3	38897	1
3	39541	18
3	43407	1
3	44114	1
3	45867	1
3	48538	1
3	52406	1
3	58515	1
4	18616	23
4	33064	1
4	39541	1
4	51313	1
5	11703	1
5	12696	3
5	12747	1
5	12948	1
5	15954	1
5	16224	1
5	18616	7
5	22181	1
5	36293	1
5	40282	6
5	42502	1
5	43293	1
5	43702	11
5	46897	1
5	52333	1
5	54941	1
5	56212	1
5	59158	1
5	59198	1
5	60395	1
5	61169	1
5	62627	1
5	65353	1
5	71513	1
6	18616	22
6	49050	1
6	60375	1
6	63902	1
6	71463	1
7	61500	95
8	11481	1
8	12305	1
8	13382	1
8	13660	1
8	14084	1
8	14490	1
8	15082	1
8	15791	1
8	16491	1
8	16568	1
8	16866	1
8	17012	1
8	20136	95
8	21762	1
8	23107	1
8	23165	116
8	24028	1
8	25919	1
8	26276	1
8	27081	1
8	27332	60
8	27604	1
8	27806	1
8	28104	212
8	28799	1
8	30076	1
8	31443	1
8	32510	19
8	33872	1
8	34730	1
8	37130	1
8	38331	1
8	39243	1
8	39337	1
8	39489	1
8	39541	1
8	39799	1
8	41657	103
8	42084	1
8	42296	1
8	43325	1
8	44139	1
8	44937	159
8	46627	1
8	48524	106
8	50456	1
8	51265	1
8	56352	1
8	56696	1
8	58367	1
8	58790	1
8	59813	1
8	65317	1
8	66088	1
8	69215	1
8	69449	1
8	71094	1
8	71834	1
9	11241	1
9	12696	1
9	15498	1
9	18616	4
9	24411	1
9	36204	8
9	40230	1
9	43702	3
9	44206	1
9	44436	1
9	47434	1
9	53981	3
9	59233	1
9	61480	8
9	61542	1
9	65402	1
9	66316	9
9	71833	1
10	18429	1
10	19013	1
10	61500	105
11	10366	1
11	10886	1
11	12656	1
11	15398	1
11	16822	1
11	16984	3
11	20257	4
11	22401	3
11	23525	2
11	23718	2
11	23840	13
11	30029	6
11	32643	1
11	40303	1
11	42204	1
11	42217	1
11	44835	1
11	47351	5
11	56818	3
11	57035	3
11	62049	1
11	65078	1
11	66649	2
11	69591	2
11	70141	1
11	70179	1
11	70724	3
12	11387	29
12	12529	1
12	15508	1
12	18704	1
12	21941	3
12	23342	1
12	25802	52
12	26422	5
12	27521	3
12	28986	16
12	29597	1
12	31722	3
12	35074	3
12	36180	1
12	37433	7
12	39701	1
12	40208	1
12	40529	1
12	43244	1
12	45271	1
12	46603	1
12	48938	3
12	49375	2
12	49446	6
12	50921	1
12	61668	1
12	64083	1
12	65768	18
12	68387	1
12	70503	1
13	10445	1
13	12472	1
13	14538	1
13	16224	1
13	18616	17
13	21771	1
13	27482	1
13	27514	4
13	28450	1
13	37859	1
13	39246	1
13	39541	4
13	40922	1
13	62467	1
13	67732	1
14	10538	3
14	11345	4
14	11934	204
14	13116	4
14	15613	3
14	16869	4
14	17410	3
14	17498	3
14	17872	3
14	17985	3
14	18273	2
14	18489	3
14	23316	4
14	25682	2
14	27436	4
14	29566	3
14	32247	3
14	33234	2
14	35502	7
14	37018	3
14	38367	3
14	40847	3
14	40919	4
14	42940	2
14	43733	3
14	45247	3
14	45636	3
14	46105	1
14	48665	3
14	50425	4
14	51332	3
14	53875	3
14	55408	2
14	59323	2
14	61078	2
14	66554	3
14	66734	3
14	66870	3
14	67950	1
14	68511	2
14	68952	2
14	70900	4
14	71294	3
15	61500	131
16	11263	4
16	12696	7
16	14116	1
16	14298	3
16	15973	2
16	16362	1
16	17207	1
16	18247	1
16	28935	1
16	29619	1
16	30047	1
16	31670	1
16	32798	1
16	35052	1
16	37243	1
16	39222	1
16	39541	1
16	40282	1
16	41379	2
16	42259	1
16	43702	3
16	44938	1
16	47551	1
16	49155	1
16	51785	7
16	51851	6
16	52146	1
16	52464	1
16	53888	1
16	56181	1
16	63750	1
16	66685	8
16	70072	1
17	10521	30
17	10838	140
17	10930	1
17	13533	1
17	14296	1
17	14424	1
17	15158	1
17	16462	1
17	16532	1
17	17365	1
17	18905	1
17	19050	1
17	19895	4
17	20136	53
17	20335	1
17	21084	1
17	21348	1
17	21647	1
17	22168	1
17	22811	1
17	25957	1
17	27105	1
17	27623	1
17	29333	1
17	29951	1
17	30982	1
17	31024	1
17	31205	1
17	31591	1
17	31607	1
17	32297	1
17	37523	1
17	38208	1
17	38644	1
17	44060	1
17	45610	83
17	46434	1
17	47987	1
17	50635	2
17	51755	1
17	55592	11
17	56439	1
17	57126	1
17	59532	1
17	60876	1
17	60901	1
17	62026	1
17	62744	1
17	63869	1
17	64079	1
17	67102	1
17	69173	1
17	70810	1
17	71057	1
18	12696	1
18	16224	1
18	16550	1
18	17168	1
18	17754	1
18	19632	1
18	21759	1
18	23674	1
18	23718	4
18	26023	1
18	30047	1
18	32461	1
18	33064	1
18	34394	1
18	34793	2
18	35583	1
18	36293	8
18	36455	1
18	39541	2
18	40282	1
18	42290	1
18	47974	1
18	49422	1
18	50077	10
18	51770	1
18	53981	1
18	55896	1
18	59201	1
18	59287	1
18	60317	1
18	61500	2
18	63189	2
18	63359	1
18	64022	1
18	66651	1
18	66800	1
18	67058	1
18	67410	1
18	69048	1
19	14713	7
19	19853	4
19	20257	5
19	23840	3
19	30605	1
19	34626	1
19	36986	1
19	39094	1
19	40282	2
19	44851	1
19	55629	4
19	56818	5
19	57035	2
19	61494	6
19	62049	1
19	64942	1
19	66978	3
19	70724	2
19	71140	1
20	10260	1
20	10807	3
20	11629	1
20	12696	3
20	16611	3
20	16620	1
20	17150	1
20	18616	15
20	19862	1
20	20370	1
20	22801	1
20	24228	1
20	24720	1
20	24737	1
20	25672	1
20	27514	2
20	28362	1
20	29321	1
20	32461	1
20	36967	1
20	37888	1
20	39541	6
20	40282	2
20	40762	1
20	42231	1
20	44791	1
20	45230	1
20	46413	1
20	47282	1
20	48345	1
20	48356	1
20	54654	1
20	55451	1
20	55957	1
20	64679	1
20	66316	3
20	69516	1
20	69591	1
20	70316	1
20	71659	1
21	11076	1
21	11801	1
21	12855	1
21	13327	1
21	17687	1
21	22323	1
21	24886	1
21	28379	1
21	28958	1
21	30294	1
21	30426	82
21	32841	1
21	38891	1
21	39472	1
21	41109	1
21	43139	1
21	43606	1
21	44303	1
21	46318	1
21	47878	1
21	51479	1
21	52334	1
21	52355	1
21	68823	1
21	69078	1
22	14298	2
22	15973	3
22	23919	1
22	29530	1
22	31757	1
22	32864	1
22	39222	2
22	39577	2
22	40282	1
22	42367	1
22	43702	15
22	51851	6
22	60652	1
22	66316	1
22	69220	13
23	10673	1
23	10961	1
23	11263	4
23	15973	2
23	16362	2
23	17798	10
23	22860	1
23	23812	1
23	26217	1
23	28935	1
23	29207	1
23	31670	1
23	32798	2
23	32864	1
23	34752	1
23	34800	1
23	35052	2
23	37243	1
23	38443	39
23	40282	2
23	40712	1
23	42284	2
23	43539	1
23	43702	3
23	44938	1
23	49155	3
23	51851	1
23	52146	1
23	54687	3
23	61653	1
23	63750	1
23	66685	2
23	67286	3
23	68384	6
23	70329	1
23	71552	1
24	23718	1
24	33064	52
24	38030	1
24	43193	1
24	46077	1
25	18616	11
25	34044	1
25	56694	1
25	65388	1
25	66316	23
25	68685	1
26	18616	19
26	27482	2
26	30047	1
26	62467	2
27	11241	1
27	12696	1
27	16165	1
27	17585	2
27	17707	5
27	21735	1
27	23718	2
27	23843	2
27	36204	2
27	37243	1
27	39694	2
27	43702	6
27	47434	1
27	61480	2
27	63417	1
27	66316	5
28	11586	1
28	18616	19
28	36293	1
28	62362	1
29	61500	22
30	61500	109
31	10573	1
31	11263	1
31	12696	2
31	14298	2
31	16362	1
31	16513	1
31	17798	1
31	19833	1
31	20464	1
31	29207	1
31	31567	1
31	31670	1
31	31757	1
31	35052	1
31	37243	1
31	38443	4
31	39222	3
31	42367	1
31	43702	9
31	44026	3
31	50609	2
31	51424	1
31	51851	2
31	52146	1
31	52318	1
31	52630	1
31	56222	1
31	58032	1
31	66685	3
31	67540	1
31	68384	3
32	18616	6
